date,user,coordinates,text,place,bounding_box
Thu Jul 29 17:40:56 +0000 2021,HilenaTafesse,no coordinates,Happiest Birthday ሊ @lidyabekele3                         💛💛💛💛                   😋                   😘 https://t.co/taLSxMaHJK,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:41:19 +0000 2021,BedaneMesfin,no coordinates,The Tigrayan people have made an everlasting mark on the development of Ethiopian statehood. TPLF terrorists will n… https://t.co/WbANOtLavt,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:42:16 +0000 2021,GetnetAddisu2,no coordinates,Many ethnic Amharas have been displaced from Korem Alamata Waja Abergele Maytebri AdiArqai Kobo &amp; surroundin… https://t.co/xLVXS5dTTZ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:42:19 +0000 2021,AlemayehuBahiru,no coordinates,Does @UNReliefChief know that z town of # Ataye was destroyed by insurgents in April 2021? 303 killed 369 inured &amp;… https://t.co/WBp9iGjJj9,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:42:24 +0000 2021,GenetGetachew7,no coordinates,Over 70000 people have been displaced due to #TPLFisaTerroristGroup's attack on #Afar region alone according to A… https://t.co/KXwaglIyHt,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:42:45 +0000 2021,GetnetAddisu2,no coordinates,Over 70000 people have been displaced due to #TPLFisaTerroristGroup's attack on #Afar region alone according to A… https://t.co/mPlK0EeXOG,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:42:48 +0000 2021,BedaneMesfin,no coordinates,Thousands of children of Tigray are endangered.TPLF is Exploiting Tigrians in exchange to humanitarian aid distribu… https://t.co/cKd2Hut10w,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:43:07 +0000 2021,BedaneMesfin,no coordinates,@Tesga18 @ItsMyDam_ @BetterviewG @JimInhofe @mamamesay @dejene_2011 Thousands of children of Tigray are endangered.… https://t.co/8H2wKGFuj9,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:43:08 +0000 2021,GenetGetachew7,no coordinates,At least 358000 people have been displaced from Ataye &amp; surrounding areas of N. Showa of Amhara region due to arme… https://t.co/6NcpSgY9kH,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:43:48 +0000 2021,GenetGetachew7,no coordinates,About 200000 civilians have been displaced from Metekel Zone &amp; many of them sheltered in Chagni in Amhara region.… https://t.co/J1q4fyvmXz,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:44:06 +0000 2021,BedaneMesfin,no coordinates,@SecBlinken @WHO Thousands of children of Tigray are endangered.  TPLF is Exploiting Tigrians in exchange to humani… https://t.co/YneQsfFTW3,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:44:40 +0000 2021,GetnetAddisu2,no coordinates,#TPLFisaTerroristGroup waged war on z #Amhara of #Raya &amp; #Wolkait since its inception in the mid-70s. Millions subj… https://t.co/NlREkBujLN,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:45:01 +0000 2021,GetnetAddisu2,no coordinates,#TPLFisaTerroristGroup is not concerned about z humanitarian needs of Tigray people. After rejecting the ceasefire… https://t.co/IV5fzg8Z20,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:45:20 +0000 2021,GetnetAddisu2,no coordinates,#TPLFisaTerroristGroup in it’s bid to secede with annexed land has waged a war on the #Amhara of #Raya &amp; #Wolkait… https://t.co/WK262Rwwbe,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:45:21 +0000 2021,GenetGetachew7,no coordinates,Over 70000 people have been displaced due to #TPLFisaTerroristGroup's attack on #Afar region alone according to A… https://t.co/9hNsz1pJfy,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:46:02 +0000 2021,GetnetAddisu2,no coordinates,About 200000 civilians have been displaced from Metekel Zone &amp; many of them sheltered in Chagni in Amhara region.… https://t.co/HiAL66kvL6,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:46:41 +0000 2021,Kalab24453215,no coordinates,Z recent irresponsible statement of @StateDept provoked #TPLF to invade Amhara region &amp; committed atrocities agai… https://t.co/Pk0yG2kjc6,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:48:35 +0000 2021,alemu_markos,no coordinates,@martinplaut You can’t both support the terrorist hateful racist TPLF and appear as if you care for the Eritrean i… https://t.co/3h6eXp9kOx,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:48:41 +0000 2021,seyoum_teshome,no coordinates,The #indomitable hero of Ethiopian Unity #Teddyafro is going to be awarded honorary 🎓 from #Gonder_University! https://t.co/URkzKxEopr,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:49:14 +0000 2021,tamir_necho,no coordinates,Many ethnic Amharas have been displaced from Korem Alamata Waja Abergele Maytebri AdiArqai Kobo &amp; surroundin… https://t.co/9FNDyYpave,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:51:44 +0000 2021,Rutiye,no coordinates,@chepe_miriam Yassss BABY GIRL. #mrembo #FineGyal,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:52:36 +0000 2021,MekashawJ,no coordinates,Z recent irresponsible statement of @StateDept provoked #TPLF to invade Amhara region &amp; committed atrocities agains… https://t.co/EgRXZFFF2X,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:53:02 +0000 2021,MekashawJ,no coordinates,#TPLF waged a war on the #Amhara of #Raya &amp; #Wolkait since its inception in the mid-70s. Millions subjected to… https://t.co/Cy1hryzNLJ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:53:25 +0000 2021,alemu_markos,no coordinates,@Anmut_Abrham @UNReliefChief @UNOCHA I can’t imagine @UN agencies  provide food aid for peoples TPLF hate. No! I do… https://t.co/Mcm0FIgxIs,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:53:49 +0000 2021,MekashawJ,no coordinates,Does @UNReliefChief know the town of #Ataye was destroyed by insurgents in April 2021? 303 killed 369 inured &amp; 50K… https://t.co/Ybyiv21s2a,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:55:05 +0000 2021,MekashawJ,no coordinates,#Amhara &amp; #Afar civilians are massacred and more than 80000 are displaced by #TPLFexpansion and insurgent attacks.… https://t.co/L9hy3Sq6nD,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:55:25 +0000 2021,belayneh_yosef,no coordinates,#Time2ProtectCivilians#NoBackChannel4TPLF #hrw @UN_HRC @UNHumanRights,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:55:59 +0000 2021,MekashawJ,no coordinates,#TPLFisaTerroristGroup #Time2ProtectCivilians #NoBackChannel4TPLF#Time2ProtectCivilians #NoBackChannel4TPLF… https://t.co/MsKlSh51EF,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:56:44 +0000 2021,alemu_markos,no coordinates,@Anmut_Abrham @UNReliefChief @UNOCHA I can’t imagine @UN agencies  provide food aid for peoples TPLF hate most. I d… https://t.co/kLQSPSZmb6,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:57:49 +0000 2021,anbesite,no coordinates,fin de ma licence et de mon stage et une chose dont je suis sûre sur moi cst que je n’ai pas du tout l’esprit comp… https://t.co/oS2gMwruRD,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:57:59 +0000 2021,alemu_markos,no coordinates,@Anmut_Abrham @UNReliefChief @UNOCHA I can’t imagine @UN agencies  provide food aid for peoples TPLF hate most. I d… https://t.co/xV4IywAS7J,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 17:59:49 +0000 2021,abdulaladeenab,no coordinates,https://t.co/MKBy3yfKWy,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:03:37 +0000 2021,belayneh_yosef,no coordinates,#Amhara and #Afar  regions are now on war due to #Tplfisterroristgroup #TPLFexpansion@SecBlinken @StateDeptSpox… https://t.co/adaSiJcrke,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:04:18 +0000 2021,abdulaladeenab,no coordinates,2nd year niggas giving ማብራሪያ about their university like a 'senior' student😂😂 https://t.co/MLjk9EJMWu,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:08:35 +0000 2021,Semira_AM,no coordinates,@firew_asrat https://t.co/Ng8lyFJSdJ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:08:43 +0000 2021,abdulaladeenab,no coordinates,"When a person you hate say ""ሶፍት አለሽ bro?"" https://t.co/9XP2ErQotY",Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:08:56 +0000 2021,BinaaSudanParty,no coordinates,الهدف الاستراتيجي الأول لوزارة #الحكم_المحلي هو تطبيق #الديموقراطية_الليبرالية على #المستوى_المحلي، بتحقيق التداول… https://t.co/2JsW4OvTUy,Sudan,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Thu Jul 29 18:08:56 +0000 2021,BinaaSudanParty,no coordinates,ويستهدف خلال خمس سنوات تطبيق برنامج القيادة الأفقية وإجراء انتخابات بلدية مباشرة لاختيار المجلس البلدي.للإطلاع عل… https://t.co/jW9qRkLoPm,Sudan,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Thu Jul 29 18:08:57 +0000 2021,BinaaSudanParty,no coordinates,للانضمام لحزب بناء السودان يمكنكم ملء الاستمارة على الرابط التالي https://t.co/JfICqf66Qi,Sudan,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Thu Jul 29 18:08:58 +0000 2021,YARED43677513,no coordinates,@TayeNani @Gfasil Anchi lij....minew gn,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:09:22 +0000 2021,DawitAmsalu4,no coordinates,As @UNReliefChief visits #Ethiopia we plead that you acknowledge z dire humanitarian need in #Amhara region. Close… https://t.co/TKtyJPEqSB,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:09:29 +0000 2021,GoaTemesgen,no coordinates,@NeaminZeleke @PowerUSAID Why things are hided....,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:10:03 +0000 2021,DawitAmsalu4,no coordinates,#Tplf acts of terror:1. Separated the people of Ethiopia 2. Attacked the North command force3. Massaccred 3000 A… https://t.co/lSKThqD1TD,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:11:56 +0000 2021,abdulaladeenab,no coordinates,when the tv start saying ብዠ ብዠ in the 90's https://t.co/3GfqpoBZRd,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:14:00 +0000 2021,aromasiqqo,no coordinates,ታላቁና አንጋፋው የጎንደር ዩኒቨርሲቲ ለታላቁ ሰው ቴዎድሮስ ካሳሁን (ቴዲ አፍሮ) የክብር ዶክትሬት ለመስጠት ዛሬ ባካሄደው የሴኔት ስብሰባ አፀደቀ፡፡,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:14:00 +0000 2021,aromasiqqo,no coordinates,በመሆኑም ቴዎድሮስ ካሳሁን (ቴዲ አፍሮ) ነገ ወደ ጎንደር በመምጣት ቅዳሜ ሐምሌ 24/2013 ዓ.ም በተማሪዎች ምረቃ ዕለት ተገኝቶ የክብር ዶክትሬቱን የሚቀበል ይሆናል፡፡,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:14:54 +0000 2021,Minilik39893898,no coordinates,A company of Alex de Waal! @tomdannenbaum says the Ethiopian gov chose to attack its own federal military base in N… https://t.co/EUGlY01bY0,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:15:13 +0000 2021,Minilik39893898,no coordinates,Again @tomdannenbaum a junior propagandist working for Alex de Waal does not know TPLF did not have a new name in N… https://t.co/x2bMOOU2S4,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:17:10 +0000 2021,GoaTemesgen,no coordinates,@tweetopika @NeaminZeleke @AnnGarrison @nytimes They are very familiar in such wide lie.....but Ethiopia has great God,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:18:21 +0000 2021,aromasiqqo,no coordinates,ጎንደር ዩኒቨርስቲ ለቴዲ አፍሮ የክብር ዶክትሬት ልሰጥ መሆኑ ተሰማ።,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:18:26 +0000 2021,Brookyirga,[38.73694444 9.02722222],Just posted a photo @ Addis Ababa https://t.co/Yl8BuVgfbE,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:18:27 +0000 2021,Tesfaye08006179,no coordinates,A company of Alex de Waal! @tomdannenbaum says the Ethiopian gov chose to attack its own federal military base in N… https://t.co/6YCr7RyVWD,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:19:19 +0000 2021,AntenehMitiku3,no coordinates,#Tplf acts of terror:1. Separated the people of Ethiopia 2. Attacked the North command force3. Massaccred 3000 A… https://t.co/bIYNQ1yA0V,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:20:04 +0000 2021,AntenehMitiku3,no coordinates,About 200000 civilians have been displaced from Metekel Zone &amp; many of them sheltered in Chagni in Amhara region.… https://t.co/WPZ6Zz2oA1,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:20:23 +0000 2021,AntenehMitiku3,no coordinates,Many ethnic Amharas have been displaced from Korem Alamata Waja Abergele Maytebri AdiArqai Kobo &amp; surroundin… https://t.co/R75RNplV5O,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:21:45 +0000 2021,AntenehMitiku3,no coordinates,Z recent irresponsible statement of @StateDept provoked #TPLF to invade Amhara region &amp; committed atrocities agains… https://t.co/ydp2st4UwC,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:21:47 +0000 2021,maxamedaadan7,[42.79853886 9.35013881],Xildhibaankii waa Diyaar 😜 @ Jigjiga City https://t.co/L8qS9D46sn,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:22:12 +0000 2021,masiyaslema,no coordinates,@cdessalegn @UNReliefChief @UNOCHA #TPLFisGenociderNotVictim,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:22:23 +0000 2021,ZBezabih,no coordinates,Call to diaspora urging fake cry to @POTUS.Let’s make one thing clear for your dumb ass brain whose naivety is an e… https://t.co/rHStnWE11n,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:22:23 +0000 2021,han_w_d,no coordinates,There is no “all parties” there’s only the #TPLFTerroristsGroup,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:23:15 +0000 2021,awelHassen12,no coordinates,አንድ አንዱ ሰዉ ሲጠሉትም አይገባዉም አይንህን ማዬት አልፈልግም ብላዉ ሚስቱ መነፀር ገዝቶ መጣ።😜😂😂😂,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:23:28 +0000 2021,GoaTemesgen,no coordinates,@SecBlinken @jmalbares This action and possible solution must be forwarded in Ethiopian with out any concern,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:31:09 +0000 2021,dr_zelalem,no coordinates,@mimmofrie Stay stronger my dear God will shorten the agony and 2014efy be for the brave #Ethiopians https://t.co/mvvVh3G8L9,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:33:51 +0000 2021,I_fisseha,no coordinates,A company of Alex de Waal! @tomdannenbaum says the Ethiopian gov chose to attack its own federal military base in N… https://t.co/FWGq3ek0Lc,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:35:27 +0000 2021,anbesite,no coordinates,à ma mère mon père et mon frère je suis dsl.💘,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:35:29 +0000 2021,Ygbl3,no coordinates,Them lil ear tattoos lookin real nice😩,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:39:17 +0000 2021,aemeroadugna,no coordinates,Many ethnic Amharas have been displaced from Korem Alamata Waja Abergele Maytebri AdiArqai Kobo &amp; surroundin… https://t.co/O2qvcT8bV8,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:40:08 +0000 2021,aemeroadugna,no coordinates,Over 70000 people have been displaced due to #TPLFisaTerroristGroup's attack on #Afar region alone according to A… https://t.co/ut98Ox4jMe,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:40:34 +0000 2021,aemeroadugna,no coordinates,At least 358000 people have been displaced from Ataye &amp; surrounding areas of N. Showa of Amhara region due to arme… https://t.co/as20GZ0Acf,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:40:54 +0000 2021,aemeroadugna,no coordinates,Ataye a town in Amhara region was burned &amp; z entire population in the town was displaced. This was done by armed… https://t.co/wCf6pKCDqZ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:40:56 +0000 2021,Nuru0910145915,no coordinates,#TPLF is using #ChildSoldiers (documented by @NYT) &amp; waves of humans in its attacks in #Afar and #Amhara regions. Z… https://t.co/eX7eUQY5VI,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:41:15 +0000 2021,aemeroadugna,no coordinates,About 200000 civilians have been displaced from Metekel Zone &amp; many of them sheltered in Chagni in Amhara region.… https://t.co/qFFpT8jRrr,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:42:12 +0000 2021,aemeroadugna,no coordinates,As @UNReliefChief visits #Ethiopia we plead that you acknowledge z dire humanitarian need in #Amhara region. Close… https://t.co/TOlDV68cF1,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:42:33 +0000 2021,aemeroadugna,no coordinates,Does @UNReliefChief know that z town of #Ataye was destroyed by insurgents in April 2021? 303 killed 369 inured &amp;… https://t.co/LXYAAxQDdS,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:43:06 +0000 2021,aemeroadugna,no coordinates,Z recent irresponsible statement of @StateDept provoked #TPLF to invade Amhara region &amp; committed atrocities agains… https://t.co/wVnhBgQPtF,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:43:14 +0000 2021,dessalegn_f,no coordinates,Z recent irresponsible statement of @stateDept provoked #TPLF to invade #Amhara region and committed atrocities aga… https://t.co/QUz7o391pB,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:43:28 +0000 2021,aemeroadugna,no coordinates,Z int'l community is supporting TPLF's secessionist agenda. #TPLF is working to re-annex Wolkait and Raya and creat… https://t.co/mxGUiHDVSA,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:43:38 +0000 2021,Nuru0910145915,no coordinates,TPLF is blatantly attempting to deceive the international community by playing the victim! #AllowAccessToTigray… https://t.co/LyPLbO5YiC,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:43:52 +0000 2021,aemeroadugna,no coordinates,TPLF committed atrocities against Amhara and Afar civilians in its expansionist war towards z two regions but no in… https://t.co/PKXQonIAA9,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:45:18 +0000 2021,aemeroadugna,no coordinates,#TPLF waged a war on the #Amhara of #Raya &amp; #Wolkait since its inception in the mid-70s. Millions subjected to… https://t.co/NBhOMhTi6I,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:46:03 +0000 2021,aemeroadugna,no coordinates,#TPLFisaTerroristGroup has committed atrocities against #Amhara and #Afar civilians in its expansionist war towards… https://t.co/rCT9DmzNqq,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:48:01 +0000 2021,dessalegn_f,no coordinates,Z Int'l community is supporting TPLF's secessionist agenda. #TPLF is working to re-annex Wolkite and Raya and creat… https://t.co/kmg3embQIe,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:49:18 +0000 2021,ibrahim199136,no coordinates,@q4u77 @leel5l مرحبا  كيف ممكن اشغل اليوتيوب زيك كدا؟ اسكر الشاشه ويكون شغال ؟,Sudan,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Thu Jul 29 18:51:25 +0000 2021,aromasiqqo,no coordinates,“በእግዚአብሔር ደስ ይበልህ፥ የልብህንም መሻት ይሰጥሃል።”  መዝሙር 37፥4,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:51:51 +0000 2021,KidusAddisalem,no coordinates,አርበኞችን መሞት ማን አስተማራቸው ታላቁ ጴጥሮስ ነው ባርኮ የሰጣቸው  #Ethiopia #Hamle22 https://t.co/T38yUFKgBo,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:51:55 +0000 2021,dessalegn_f,no coordinates,#TPLF committed atrocities against Amhara &amp; Afar civilians in its expansionist war towards z two regions but no Int… https://t.co/ux7zxtnFia,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:55:38 +0000 2021,dessalegn_f,no coordinates,Ataye a town in Amhara region was burned and z entire population in a town was displaced. This was done by armed… https://t.co/onOR4L3CdK,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 18:59:01 +0000 2021,dessalegn_f,no coordinates,About 200000 civilians have been displaced from Metekel Zone and many of them sheltered in Chagni in Amhara regio… https://t.co/rUh7mJw75o,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 19:03:37 +0000 2021,dessalegn_f,no coordinates,As @UNReliefChief visits #Ethiopia we plead that you acknowledge a dire humanitarian need in #Amhara region. Close… https://t.co/S3HOQM2ZFf,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 29 19:05:43 +0000 2021,AbebeTe85252498,no coordinates,About 200000 civilians have been displaced from Metekel Zone &amp; many of them sheltered in Chagni in Amhara region.… https://t.co/P9CAifQECH,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
